Language,Repository,URL,Title,Labels,Assignee,Difficulty
Python,sagemaker-tensorflow-serving-container,https://github.com/aws/sagemaker-tensorflow-serving-container/issues/167,Container build not installing/finding dependencies contained in model.tar file,type: question,
Python,sagemaker-tensorflow-serving-container,https://github.com/aws/sagemaker-tensorflow-serving-container/issues/226,local tests are failing with connection refused,,
Python,sagemaker-tensorflow-serving-container,https://github.com/aws/sagemaker-tensorflow-serving-container/issues/138,how to handle application/x-image ?,type: question,
Python,sagemaker-tensorflow-serving-container,https://github.com/aws/sagemaker-tensorflow-serving-container/issues/225,no module named boto3 when attempting to start tfserving 1.14 container,,
Python,sagemaker-tensorflow-serving-container,https://github.com/aws/sagemaker-tensorflow-serving-container/issues/223,"Docs on how to submit an invoke endpoint request for images, comparison to predict method",,
Python,sagemaker-tensorflow-serving-container,https://github.com/aws/sagemaker-tensorflow-serving-container/issues/154,Input a csv file for prediction/ batch transform. The output is a json format txt,type: question,
TypeScript,aws-sdk-js-v3,https://github.com/aws/aws-sdk-js-v3/issues/3875,client-s3: add Location to PutObjectCommandOutput,"feature-request,needs-triage",
TypeScript,aws-sdk-js-v3,https://github.com/aws/aws-sdk-js-v3/issues/3848,Missing documentation for Route53 Change object,documentation,
TypeScript,aws-sdk-js-v3,https://github.com/aws/aws-sdk-js-v3/issues/3846,DynamoDBDocument can't unmarshall null,bug,RanVaknin
TypeScript,aws-sdk-js-v3,https://github.com/aws/aws-sdk-js-v3/issues/3777,"Cannot read property 'Error' of undefined"" exception at loadEc2ErrorCode",bug,RanVaknin
TypeScript,aws-sdk-js-v3,https://github.com/aws/aws-sdk-js-v3/issues/2438,@aws-sdk/s3-request-presigner breaks commands executed in parallel on the same client,"response-requested,closing-soon,bug",yenfryherrerafeliz
TypeScript,aws-sdk-js-v3,https://github.com/aws/aws-sdk-js-v3/issues/3872,Construct Upload object with controlled AbortController,feature-request,
